"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any","error_frame"
"4+","shelter_expenses_by_hh_size >= 360 & shelter_expenses_by_hh_size < 451 & total_deductions_by_hh_size >= 355 & unc_rawben_rel_max <   1","xgboost",25,10,0.4,0.2564,15,3,0.2,0.0127,0.0143,0.355,15,3,0.2,0.0042,0.0036,0.319,"other_error"
"4+","elderly_disabled_i <=   0.5 & total_deductions_by_hh_size > 493.0","ranger_mtry1",22,9,0.4091,0.256,9,2,0.2222,0.0085,0.0063,0.213,11,4,0.3636,0.0056,0.0034,0.234,"other_error"
"4+","months_since_cert_n >   1.5 & shelter_expenses_by_hh_size <= 446.0 & total_deductions_by_hh_size > 374.0","ranger_mtry1",48,17,0.3542,0.2512,31,7,0.2258,0.0297,0.0379,0.733,34,10,0.2941,0.014,0.0135,0.722,"other_error"
"4+","children_i >  0.500 & rawben_rel_max <=  0.998 & total_deductions_by_hh_size > 68.500 & unc_rawben_rel_max >  0.996","ranger_mtry1",35,13,0.3714,0.2509,15,6,0.4,0.0254,0.0182,0.355,15,6,0.4,0.0084,0.0046,0.319,"other_error"
"4+","cat_elig >=   2 & elderly_disabled_i <   1 & shelter_expenses_by_hh_size < 436 & total_deductions_by_hh_size >= 369","xgboost",29,11,0.3793,0.2475,1,0,0,0,0,0.024,2,1,0.5,0.0014,0.0012,0.042,"other_error"
"4+","medical_deductions <=   5.500 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 490.000","ranger_mtry1",29,11,0.3793,0.2475,7,1,0.1429,0.0042,0.0037,0.166,9,3,0.3333,0.0042,0.0027,0.191,"other_error"
"4+","count_divisible_by_100 <=   0.50 & months_since_cert_n >   2.50 & total_deductions_by_hh_size > 374.00 & unc_rawben_rel_max <=   1.12","ranger_mtry1",59,20,0.339,0.2467,34,6,0.1765,0.0254,0.033,0.804,38,10,0.2632,0.014,0.0131,0.807,"other_error"
"4+","cat_elig <   3 & shelter_expenses_by_hh_size < 436 & total_deductions_by_hh_size >= 457","xgboost",26,10,0.3846,0.2457,11,2,0.1818,0.0085,0.0139,0.26,13,4,0.3077,0.0056,0.0061,0.276,"other_error"
"4+","total_deductions_by_hh_size > 1.88 & total_deductions_by_hh_size <= 3.10","ranger_mtry1",26,10,0.3846,0.2457,12,1,0.0833,0.0042,0.0054,0.284,12,1,0.0833,0.0014,0.0014,0.255,"other_error"
"4+","cat_elig >   0.5 & months_since_cert_n >   6.5 & total_deductions_by_hh_size > 374.0","ranger_mtry1",23,9,0.3913,0.244,20,3,0.15,0.0127,0.0124,0.473,25,8,0.32,0.0112,0.0102,0.531,"other_error"
"4+","homeless <=   0.500 & medical_deductions <= 138.000 & total_deductions_by_hh_size > 516.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",23,9,0.3913,0.244,6,1,0.1667,0.0042,0.0037,0.142,8,3,0.375,0.0042,0.0027,0.17,"other_error"
"4+","cat_elig >=   2.000 & rawben_rel_max >=   0.518 & total_deductions_by_hh_size >= 369.000 & unc_rawben_rel_max <   1.000","xgboost",36,13,0.3611,0.2434,1,0,0,0,0,0.024,2,1,0.5,0.0014,0.0012,0.042,"other_error"
"4+","HH_size_n >=   5 & shelter_expenses_by_hh_size < 348 & total_deductions_by_hh_size >= 334","xgboost",11,5,0.4545,0.2421,9,0,0,0,0,0.213,11,2,0.1818,0.0028,0.0024,0.234,"other_error"
"4+","rawben_rel_max >=   0.863 & rawben_rel_max <   0.984 & total_deductions_by_hh_size >= 341.000 & utilities >= 503.000","xgboost",11,5,0.4545,0.2421,1,0,0,0,0,0.024,1,0,0,0,0,0.021,"other_error"
"4+","married <=   0.5 & total_deductions_by_hh_size > 493.0 & utilities > 504.0","ranger_mtry1",17,7,0.4118,0.2411,3,1,0.3333,0.0042,0.0037,0.071,3,1,0.3333,0.0014,9e-04,0.064,"other_error"
"4+","months_since_cert_n >=   5.000 & rawben_rel_max >=   0.996 & total_deductions_by_hh_size < 355.000 & unc_rawben_rel_max <   1.000","xgboost",17,7,0.4118,0.2411,10,4,0.4,0.0169,0.0113,0.237,10,4,0.4,0.0056,0.0029,0.212,"other_error"
"4+","total_deductions_by_hh_size >=   1.5 & total_deductions_by_hh_size <   6.6 & utilities >= 338.0","xgboost",33,12,0.3636,0.2411,34,3,0.0882,0.0127,0.0136,0.804,34,3,0.0882,0.0042,0.0035,0.722,"other_error"
"4+","HH_size_n >   4.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 387.000","ranger_mtry1",14,6,0.4286,0.2406,5,1,0.2,0.0042,0.0052,0.118,7,3,0.4286,0.0042,0.0037,0.149,"other_error"
"4+","cat_elig > 1.500 & rawben_rel_max <= 0.998 & unc_rawben_rel_max > 0.995","ranger_mtry1",14,6,0.4286,0.2406,2,0,0,0,0,0.047,2,0,0,0,0,0.042,"other_error"
"4+","unc_rawben_rel_max >=   0.994 & unc_rawben_rel_max <   1.000 & utilities < 435.000","xgboost",34,12,0.3529,0.2336,12,1,0.0833,0.0042,0.005,0.284,12,1,0.0833,0.0014,0.0013,0.255,"other_error"
"4+","elderly_disabled_i <   1 & shelter_expenses_by_hh_size < 436 & total_deductions_by_hh_size >= 369","xgboost",52,17,0.3269,0.2308,34,8,0.2353,0.0339,0.0433,0.804,37,11,0.2973,0.0154,0.0148,0.786,"other_error"
"4+","shelter_expenses_by_hh_size < 418 & total_deductions_by_hh_size >= 315 & utilities >= 377","xgboost",82,25,0.3049,0.2286,51,8,0.1569,0.0339,0.043,1.207,55,12,0.2182,0.0168,0.0164,1.169,"other_error"
"4+","rawben_rel_max <   0.841 & shelter_expenses_by_hh_size < 286.000 & total_deductions_by_hh_size >= 208.000 & total_deductions_by_hh_size < 262.000","xgboost",75,23,0.3067,0.2271,27,1,0.037,0.0042,0.0023,0.639,32,6,0.1875,0.0084,0.007,0.68,"other_error"
"4+","percent_abawd <= 0.125 & rawben_rel_max > 0.996 & rawben_rel_max <= 0.998 & unc_rawben_rel_max <= 0.998","ranger_mtry1",42,14,0.3333,0.227,18,6,0.3333,0.0254,0.0182,0.426,18,6,0.3333,0.0084,0.0046,0.382,"other_error"
"4+","HH_size_n <=   5.5 & total_deductions_by_hh_size > 490.0 & utilities > 450.0","ranger_mtry1",28,10,0.3571,0.2269,4,1,0.25,0.0042,0.0037,0.095,5,2,0.4,0.0028,0.0019,0.106,"other_error"
"4+","children_i >   0.5 & months_since_cert_n >   7.5 & total_deductions_by_hh_size > 374.0","ranger_mtry1",18,7,0.3889,0.2266,17,3,0.1765,0.0127,0.0149,0.402,21,7,0.3333,0.0098,0.0099,0.446,"other_error"
"4+","medical_deductions <=   5.500 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 490.000 & utilities <= 660.000","ranger_mtry1",18,7,0.3889,0.2266,5,1,0.2,0.0042,0.0037,0.118,7,3,0.4286,0.0042,0.0027,0.149,"other_error"
"4+","months_since_cert_n >=   2 & shelter_expenses_by_hh_size >= 270 & total_deductions_by_hh_size >= 457","xgboost",35,12,0.3429,0.2265,12,2,0.1667,0.0085,0.0063,0.284,16,6,0.375,0.0084,0.0061,0.34,"other_error"
"4+","elderly_disabled_i <=   0.500 & percent_abawd <=   0.236 & shelter_expenses_by_hh_size > 183.000 & total_deductions_by_hh_size > 523.000","ranger_mtry1",15,6,0.4,0.2232,6,2,0.3333,0.0085,0.0063,0.142,8,4,0.5,0.0056,0.0034,0.17,"other_error"
"4+","rawben_rel_max >=   0.787 & rawben_rel_max <   0.924 & total_deductions_by_hh_size >= 212.000 & utilities >= 852.000","xgboost",15,6,0.4,0.2232,19,3,0.1579,0.0127,0.0156,0.449,23,7,0.3043,0.0098,0.0089,0.489,"other_error"
"4+","shelter_expenses_by_hh_size >= 440.000 & unc_rawben_rel_max <   0.281 & utilities < 428.000","xgboost",15,6,0.4,0.2232,3,0,0,0,0,0.071,3,0,0,0,0,0.064,"other_error"
"4+","total_deductions_by_hh_size >= 1.500 & total_deductions_by_hh_size < 3.000 & unc_rawben_rel_max < 0.994","xgboost",25,9,0.36,0.223,14,2,0.1429,0.0085,0.0101,0.331,14,2,0.1429,0.0028,0.0026,0.297,"other_error"
"4+","elderly_disabled_i <   1.00 & total_deductions_by_hh_size >= 457.00 & unc_rawben_rel_max <   1.28","xgboost",32,11,0.3438,0.2228,16,2,0.125,0.0085,0.0139,0.379,19,5,0.2632,0.007,0.0065,0.404,"other_error"
"4+","elderly_disabled_i <   1 & shelter_expenses_by_hh_size < 464 & total_deductions_by_hh_size >= 300 & utilities >= 377","xgboost",112,32,0.2857,0.2212,47,10,0.2128,0.0424,0.049,1.112,51,14,0.2745,0.0196,0.0175,1.084,"other_error"
"4+","cat_elig >=   2.0 & total_deductions_by_hh_size >=  98.6 & total_deductions_by_hh_size < 110.0 & utilities >= 730.0","xgboost",12,5,0.4167,0.22,1,0,0,0,0,0.024,1,0,0,0,0,0.021,"other_error"
"4+","count_divisible_by_100 <= 0.500 & unc_rawben_rel_max > 0.997 & unc_rawben_rel_max <= 0.998","ranger_mtry1",12,5,0.4167,0.22,5,1,0.2,0.0042,0.0019,0.118,5,1,0.2,0.0014,5e-04,0.106,"other_error"
"4+","elderly_disabled_i <=   0.500 & total_deductions_by_hh_size > 516.000 & unc_rawben_rel_max >   0.739","ranger_mtry1",12,5,0.4167,0.22,4,2,0.5,0.0085,0.0063,0.095,6,4,0.6667,0.0056,0.0034,0.127,"other_error"
"4+","expedited_i <= 0.500 & HH_size_n <= 6.500 & rawben_rel_max <= 0.998 & unc_rawben_rel_max > 0.996","ranger_mtry1",36,12,0.3333,0.2198,16,5,0.3125,0.0212,0.0152,0.379,16,5,0.3125,0.007,0.0039,0.34,"other_error"
"4+","HH_size_n >=   5 & shelter_expenses_by_hh_size >= 230 & shelter_expenses_by_hh_size < 296 & total_deductions_by_hh_size >= 208","xgboost",51,16,0.3137,0.2185,18,1,0.0556,0.0042,0.0032,0.426,24,7,0.2917,0.0098,0.0134,0.51,"other_error"
"4+","months_since_cert_n >=   3 & total_deductions_by_hh_size >= 387 & utilities >= 473","xgboost",40,13,0.325,0.2177,24,3,0.125,0.0127,0.0111,0.568,27,6,0.2222,0.0084,0.0084,0.574,"other_error"
"4+","shelter_expenses_by_hh_size < 418 & total_deductions_by_hh_size >= 315 & utilities >= 377 & utilities < 534","xgboost",40,13,0.325,0.2177,23,4,0.1739,0.0169,0.0241,0.544,25,6,0.24,0.0084,0.008,0.531,"other_error"
"4+","rawben_rel_max <   0.879 & shelter_expenses_by_hh_size >= 155.000 & shelter_expenses_by_hh_size < 464.000 & total_deductions_by_hh_size >= 315.000","xgboost",94,27,0.2872,0.2173,48,10,0.2083,0.0424,0.049,1.136,55,17,0.3091,0.0238,0.02,1.169,"other_error"
"4+","shelter_expenses_by_hh_size <= 461 & total_deductions_by_hh_size > 375 & unc_rawben_rel_max <=   1","ranger_mtry1",59,18,0.3051,0.2168,29,8,0.2759,0.0339,0.0406,0.686,33,12,0.3636,0.0168,0.0145,0.701,"other_error"
"4+","cat_elig >=   2 & months_since_cert_n <   1 & shelter_expenses_by_hh_size >= 168 & shelter_expenses_by_hh_size < 225","xgboost",44,14,0.3182,0.2161,4,0,0,0,0,0.095,6,2,0.3333,0.0028,0.0021,0.127,"other_error"
"4+","children_i > 0.500 & rawben_rel_max <= 0.998 & unc_rawben_rel_max > 0.996","ranger_mtry1",44,14,0.3182,0.2161,19,6,0.3158,0.0254,0.0182,0.449,19,6,0.3158,0.0084,0.0046,0.404,"other_error"
"4+","children_i > 0.50 & elderly_disabled_i > 0.50 & rawben_rel_max > 0.99 & unc_rawben_rel_max <= 1.00","ranger_mtry1",33,11,0.3333,0.2156,12,5,0.4167,0.0212,0.0163,0.284,12,5,0.4167,0.007,0.0041,0.255,"other_error"
"4+","elderly_disabled_i >= 1.0 & total_deductions_by_hh_size >= 1.5 & total_deductions_by_hh_size < 6.6","xgboost",26,9,0.3462,0.2139,21,1,0.0476,0.0042,0.0054,0.497,21,1,0.0476,0.0014,0.0014,0.446,"other_error"
"4+","months_since_cert_n >=   5.0 & shelter_expenses_by_hh_size >=  94.6 & total_deductions_by_hh_size >= 410.0 & utilities >= 274.0","xgboost",26,9,0.3462,0.2139,21,2,0.0952,0.0085,0.0153,0.497,27,8,0.2963,0.0112,0.0124,0.574,"other_error"
"4+","elderly_disabled_i <=   0.500 & HH_size_n <=  11.500 & rawben_rel_max >   0.424 & total_deductions_by_hh_size > 374.000","ranger_mtry1",68,20,0.2941,0.2125,38,8,0.2105,0.0339,0.0407,0.899,42,12,0.2857,0.0168,0.0145,0.892,"other_error"
"4+","shelter_expenses_by_hh_size < 431 & total_deductions_by_hh_size >= 326 & utilities >= 417","xgboost",68,20,0.2941,0.2125,44,8,0.1818,0.0339,0.0433,1.041,48,12,0.25,0.0168,0.0165,1.02,"other_error"
"4+","count_divisible_by_100 <= 0.500 & unc_rawben_rel_max > 0.996 & unc_rawben_rel_max <= 0.998","ranger_mtry1",41,13,0.3171,0.2121,16,6,0.375,0.0254,0.0182,0.379,16,6,0.375,0.0084,0.0046,0.34,"other_error"
"4+","rawben_rel_max > 0.996 & rawben_rel_max <= 0.998","ranger_mtry1",45,14,0.3111,0.211,19,6,0.3158,0.0254,0.0182,0.449,19,6,0.3158,0.0084,0.0046,0.404,"other_error"
"4+","married <=   0.5 & total_deductions_by_hh_size > 493.0","ranger_mtry1",30,10,0.3333,0.2108,8,2,0.25,0.0085,0.0063,0.189,9,3,0.3333,0.0042,0.002,0.191,"other_error"
"4+","total_deductions_by_hh_size >= 457 & utilities >= 452","xgboost",34,11,0.3235,0.2089,12,1,0.0833,0.0042,0.0037,0.284,14,3,0.2143,0.0042,0.0037,0.297,"other_error"
"4+","cat_elig >   1.5 & HH_size_n <=   4.5 & total_deductions_by_hh_size > 511.0","ranger_mtry1",16,6,0.375,0.2081,0,0,NA,0,0,0,0,0,NA,0,0,0,"other_error"
"4+","HH_size_n <= 6.500 & rawben_rel_max <= 0.998 & unc_rawben_rel_max > 0.996","ranger_mtry1",42,13,0.3095,0.2067,19,6,0.3158,0.0254,0.0182,0.449,19,6,0.3158,0.0084,0.0046,0.404,"other_error"
"4+","children_i >   0.5 & count_divisible_by_100 <=   2.5 & months_since_cert_n >   2.5 & total_deductions_by_hh_size > 375.0","ranger_mtry1",74,21,0.2838,0.2064,43,7,0.1628,0.0297,0.0352,1.017,49,13,0.2653,0.0182,0.0177,1.041,"other_error"
"4+","count_divisible_by_100 <=   1.5 & medical_deductions <=  65.0 & shelter_expenses_by_hh_size <= 461.0 & total_deductions_by_hh_size > 374.0","ranger_mtry1",66,19,0.2879,0.206,38,9,0.2368,0.0381,0.0456,0.899,42,13,0.3095,0.0182,0.0158,0.892,"other_error"
"4+","HH_size_n <   8 & months_since_cert_n >=   3 & total_deductions_by_hh_size >= 369 & utilities >= 425","xgboost",62,18,0.2903,0.2059,42,8,0.1905,0.0339,0.0402,0.994,47,13,0.2766,0.0182,0.0172,0.999,"other_error"
"4+","rawben_rel_max >=   0.515 & shelter_expenses_by_hh_size < 431.000 & total_deductions_by_hh_size >= 326.000 & utilities >= 417.000","xgboost",50,15,0.3,0.2059,32,6,0.1875,0.0254,0.0328,0.757,34,8,0.2353,0.0112,0.0102,0.722,"other_error"
"4+","months_since_cert_n >   3.5 & total_deductions_by_hh_size > 374.0","ranger_mtry1",58,17,0.2931,0.2058,40,7,0.175,0.0297,0.0365,0.946,47,14,0.2979,0.0196,0.019,0.999,"other_error"
"4+","rawben_rel_max <   0.996 & shelter_expenses_by_hh_size < 464.000 & total_deductions_by_hh_size >= 315.000 & unc_rawben_rel_max <   1.000","xgboost",116,31,0.2672,0.2055,53,10,0.1887,0.0424,0.049,1.254,61,18,0.2951,0.0252,0.0215,1.296,"other_error"
"4+","elderly_disabled_i >=   1 & utilities >= 839 & utilities < 875","xgboost",27,9,0.3333,0.2054,27,0,0,0,0,0.639,27,0,0,0,0,0.574,"other_error"
"4+","married <=   0.5 & medical_deductions <=  88.0 & total_deductions_by_hh_size > 375.0 & utilities > 425.0","ranger_mtry1",67,19,0.2836,0.2028,36,9,0.25,0.0381,0.04,0.852,37,10,0.2703,0.014,0.0105,0.786,"other_error"
"4+","married <= 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max <= 0.998","ranger_mtry1",35,11,0.3143,0.2025,15,5,0.3333,0.0212,0.0165,0.355,15,5,0.3333,0.007,0.0042,0.319,"other_error"
"4+","months_since_cert_n >=   5 & shelter_expenses_by_hh_size < 431 & total_deductions_by_hh_size >= 315 & utilities >= 377","xgboost",35,11,0.3143,0.2025,32,5,0.1562,0.0212,0.0297,0.757,34,7,0.2059,0.0098,0.0115,0.722,"other_error"
"4+","married >   0.500 & rawben_rel_max <=   0.978 & shelter_expenses_by_hh_size > 266.000 & shelter_expenses_by_hh_size <= 270.000","ranger_mtry1",20,7,0.35,0.2022,11,0,0,0,0,0.26,13,2,0.1538,0.0028,0.0016,0.276,"other_error"
"4+","rawben_rel_max <   0.479 & shelter_expenses_by_hh_size >= 440.000 & total_deductions_by_hh_size < 284.000 & utilities < 488.000","xgboost",20,7,0.35,0.2022,4,0,0,0,0,0.095,4,0,0,0,0,0.085,"other_error"
"4+","total_deductions_by_hh_size >=  99.7 & total_deductions_by_hh_size < 104.0 & utilities >= 723.0","xgboost",20,7,0.35,0.2022,5,0,0,0,0,0.118,6,1,0.1667,0.0014,0.001,0.127,"other_error"
"4+","homeless <   1.00 & total_deductions_by_hh_size >= 457.00 & unc_rawben_rel_max <   1.06 & utilities >= 364.00","xgboost",39,12,0.3077,0.2019,13,2,0.1538,0.0085,0.0139,0.308,16,5,0.3125,0.007,0.0065,0.34,"other_error"
"4+","homeless <=   0.50 & months_since_cert_n >   6.50 & total_deductions_by_hh_size > 336.00 & unc_rawben_rel_max <=   1.12","ranger_mtry1",39,12,0.3077,0.2019,31,5,0.1613,0.0212,0.0273,0.733,35,9,0.2571,0.0126,0.0107,0.744,"other_error"
"4+","elderly_disabled_i <=   0.5 & total_deductions_by_hh_size > 376.0 & unc_rawben_rel_max <=   1.0 & utilities > 494.0","ranger_mtry1",43,13,0.3023,0.2017,25,5,0.2,0.0212,0.0185,0.591,25,5,0.2,0.007,0.0047,0.531,"other_error"
"4+","rawben_rel_max >= 0.996 & unc_rawben_rel_max < 1.000","xgboost",47,14,0.2979,0.2016,25,6,0.24,0.0254,0.0182,0.591,25,6,0.24,0.0084,0.0046,0.531,"other_error"
"4+","shelter_expenses_by_hh_size > 407.000 & unc_rawben_rel_max <=   0.625 & utilities <= 298.000","ranger_mtry1",13,5,0.3846,0.2016,4,0,0,0,0,0.095,4,0,0,0,0,0.085,"other_error"
