hh,rule,era,basis,n_cases_flagged,n_error_cases,n_variances,mode_element,mode_element_share,mode_nature,mode_nature_share,agency_agency,agency_client,agency_third_party,agency_other,agency_UNDOCUMENTED,agency_unknown,timeper_before_action,timeper_at_action,timeper_after_action,timeper_undetermined,findg_overissuance,findg_underissuance,findg_ineligible,n_desk_closable,n_catchable_at_action,share_agency,share_desk_closable,share_catchable_at_action,amterr_total,amount_total,n_pre_auth,share_pre_auth,review_mode
2-3,HH_size_n >=   3.000 & rawben_rel_max >=   0.663 & total_deductions_by_hh_size >= 501.000,test_2024,national,56,14,23,311.0,0.2608695652173913,35.0,0.2608695652173913,10,12,0,1,0,0,6,13,4,0,15,4,0,3,19,0.43478260869565216,0.13043478260869565,0.8260869565217391,7985.0,3239.0,3,0.13043478260869565,post_authorization
2-3,HH_size_n >=   3.000 & rawben_rel_max >=   0.663 & total_deductions_by_hh_size >= 501.000,test_2024,deployed,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
2-3,medical_deductions >= 146 & months_since_cert_n >=   8 & total_deductions_by_hh_size >= 441,train_2022_23,national,61,27,46,365.0,0.41304347826086957,53.0,0.5434782608695652,27,18,0,1,0,0,11,16,19,0,41,3,0,16,27,0.5869565217391305,0.34782608695652173,0.5869565217391305,5919.0,4011.0,10,0.21739130434782608,post_authorization
2-3,medical_deductions >= 146 & months_since_cert_n >=   8 & total_deductions_by_hh_size >= 441,test_2024,national,28,14,23,363.0,0.34782608695652173,56.0,0.34782608695652173,11,9,0,0,3,0,0,10,13,0,16,1,0,6,10,0.4782608695652174,0.2608695652173913,0.43478260869565216,5298.0,2760.0,2,0.08695652173913043,post_authorization
2-3,medical_deductions >= 146 & months_since_cert_n >=   8 & total_deductions_by_hh_size >= 441,test_2024,deployed,2,1,2,365.0,0.5,57.0,0.5,2,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1.0,1.0,0.0,860.0,0.0,0,0.0,insufficient
2-3,months_since_cert_n >=   5 & shelter_expenses_by_hh_size >= 452 & utilities >=  56 & utilities < 281,train_2022_23,national,30,16,31,363.0,0.25806451612903225,53.0,0.25806451612903225,18,13,0,0,0,0,7,15,9,0,10,7,0,7,22,0.5806451612903226,0.22580645161290322,0.7096774193548387,4340.0,1561.0,3,0.0967741935483871,post_authorization
2-3,months_since_cert_n >=   5 & shelter_expenses_by_hh_size >= 452 & utilities >=  56 & utilities < 281,test_2024,national,6,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
2-3,months_since_cert_n >=   5 & shelter_expenses_by_hh_size >= 452 & utilities >=  56 & utilities < 281,test_2024,deployed,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
2-3,months_since_cert_n >=   3.00 & percent_abawd <   0.50 & rawben_rel_max <   0.71 & total_deductions_by_hh_size >= 204.00,train_2022_23,national,2234,483,776,311.0,0.2963917525773196,53.0,0.15077319587628865,407,337,2,30,0,0,78,390,307,1,413,204,0,216,468,0.5244845360824743,0.27835051546391754,0.6030927835051546,129462.0,77636.0,108,0.13917525773195877,post_authorization
2-3,months_since_cert_n >=   3.00 & percent_abawd <   0.50 & rawben_rel_max <   0.71 & total_deductions_by_hh_size >= 204.00,test_2024,national,1223,282,425,311.0,0.30823529411764705,38.0,0.13411764705882354,197,177,1,9,41,0,38,213,161,3,243,79,0,101,251,0.46352941176470586,0.2376470588235294,0.5905882352941176,76875.0,52218.0,44,0.10352941176470588,post_authorization
2-3,months_since_cert_n >=   3.00 & percent_abawd <   0.50 & rawben_rel_max <   0.71 & total_deductions_by_hh_size >= 204.00,test_2024,deployed,27,9,12,311.0,0.5,37.0,0.25,4,7,0,0,1,0,1,8,3,0,9,3,0,2,9,0.3333333333333333,0.16666666666666666,0.75,1946.0,1447.0,2,0.16666666666666666,post_authorization
2-3,married <=   0.500 & percent_abawd <=   0.417 & rawben_rel_max <=   0.711 & total_deductions_by_hh_size > 218.000,train_2022_23,national,2232,455,735,311.0,0.33877551020408164,38.0,0.1564625850340136,398,307,1,29,0,0,57,448,230,0,370,188,1,191,505,0.5414965986394558,0.2598639455782313,0.6870748299319728,124089.0,70647.0,112,0.1523809523809524,post_authorization
2-3,married <=   0.500 & percent_abawd <=   0.417 & rawben_rel_max <=   0.711 & total_deductions_by_hh_size > 218.000,test_2024,national,1278,285,420,311.0,0.3595238095238095,38.0,0.17857142857142858,197,163,1,9,50,0,36,247,127,0,230,95,0,99,283,0.46904761904761905,0.2357142857142857,0.6738095238095239,74430.0,50782.0,51,0.12142857142857143,post_authorization
2-3,married <=   0.500 & percent_abawd <=   0.417 & rawben_rel_max <=   0.711 & total_deductions_by_hh_size > 218.000,test_2024,deployed,21,10,14,311.0,0.5,99.0,0.14285714285714285,5,8,0,0,1,0,1,11,2,0,10,4,0,2,12,0.35714285714285715,0.14285714285714285,0.8571428571428571,2334.0,2098.0,2,0.14285714285714285,post_authorization
2-3,married <= 0.500 & rawben_rel_max > 0.997 & unc_rawben_rel_max > 1.510,train_2022_23,national,100,47,62,311.0,0.25806451612903225,38.0,0.2903225806451613,34,27,0,1,0,0,6,34,22,0,49,1,0,17,40,0.5483870967741935,0.27419354838709675,0.6451612903225806,13932.0,12314.0,13,0.20967741935483872,post_authorization
2-3,married <= 0.500 & rawben_rel_max > 0.997 & unc_rawben_rel_max > 1.510,test_2024,national,67,21,32,311.0,0.3125,99.0,0.1875,11,16,0,0,5,0,2,24,6,0,20,1,0,6,26,0.34375,0.1875,0.8125,11043.0,5732.0,4,0.125,post_authorization
2-3,married <= 0.500 & rawben_rel_max > 0.997 & unc_rawben_rel_max > 1.510,test_2024,deployed,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
1,unc_rawben_rel_max >=   2.49 & utilities < 827.00,train_2022_23,national,142,55,88,331.0,0.3068181818181818,35.0,0.2727272727272727,46,38,0,4,0,0,10,40,38,0,66,2,0,19,50,0.5227272727272727,0.2159090909090909,0.5681818181818182,17045.0,13362.0,10,0.11363636363636363,post_authorization
1,unc_rawben_rel_max >=   2.49 & utilities < 827.00,test_2024,national,76,27,43,331.0,0.27906976744186046,35.0,0.3023255813953488,17,20,0,2,4,0,3,23,17,0,35,0,0,9,26,0.3953488372093023,0.20930232558139536,0.6046511627906976,7911.0,6014.0,3,0.06976744186046512,post_authorization
1,unc_rawben_rel_max >=   2.49 & utilities < 827.00,test_2024,deployed,3,1,3,311.0,0.3333333333333333,35.0,0.6666666666666666,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0.0,0.0,1.0,180.0,60.0,0,0.0,insufficient
2-3,children_i <   1 & total_deductions_by_hh_size >= 570 & utilities < 553,train_2022_23,national,88,36,68,363.0,0.29411764705882354,53.0,0.29411764705882354,40,28,0,0,0,0,8,50,10,0,46,5,0,14,58,0.5882352941176471,0.20588235294117646,0.8529411764705882,14667.0,9710.0,11,0.16176470588235295,post_authorization
2-3,children_i <   1 & total_deductions_by_hh_size >= 570 & utilities < 553,test_2024,national,63,30,44,363.0,0.3409090909090909,56.0,0.20454545454545456,16,20,0,1,7,0,5,29,10,0,34,0,0,9,34,0.36363636363636365,0.20454545454545456,0.7727272727272727,10148.0,6770.0,5,0.11363636363636363,post_authorization
2-3,children_i <   1 & total_deductions_by_hh_size >= 570 & utilities < 553,test_2024,deployed,4,2,2,346.0,0.5,37.0,0.5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0.5,0.0,1.0,647.0,647.0,0,0.0,insufficient
4+,elderly_disabled_i <=   0.500 & months_since_cert_n >   5.500 & rawben_rel_max >   0.767 & shelter_expenses_by_hh_size > 166.000,train_2022_23,national,719,171,245,311.0,0.37142857142857144,38.0,0.17142857142857143,139,99,1,6,0,0,19,128,98,0,139,43,0,62,147,0.5673469387755102,0.2530612244897959,0.6,58518.0,35050.0,27,0.11020408163265306,post_authorization
4+,elderly_disabled_i <=   0.500 & months_since_cert_n >   5.500 & rawben_rel_max >   0.767 & shelter_expenses_by_hh_size > 166.000,test_2024,national,309,79,125,311.0,0.36,35.0,0.192,61,56,0,0,8,0,8,52,61,0,68,31,0,32,60,0.488,0.256,0.48,39265.0,19266.0,7,0.056,post_authorization
4+,elderly_disabled_i <=   0.500 & months_since_cert_n >   5.500 & rawben_rel_max >   0.767 & shelter_expenses_by_hh_size > 166.000,test_2024,deployed,5,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
2-3,shelter_expenses_by_hh_size > 770.000 & shelter_expenses_by_hh_size <= 782.000 & unc_rawben_rel_max <=   0.998,train_2022_23,national,70,28,36,311.0,0.2777777777777778,53.0,0.19444444444444445,18,18,0,0,0,0,6,18,12,0,28,7,0,9,24,0.5,0.25,0.6666666666666666,6540.0,4867.0,5,0.1388888888888889,post_authorization
2-3,shelter_expenses_by_hh_size > 770.000 & shelter_expenses_by_hh_size <= 782.000 & unc_rawben_rel_max <=   0.998,test_2024,national,32,5,6,363.0,0.3333333333333333,52.0,0.3333333333333333,5,1,0,0,0,0,1,1,3,1,3,3,0,0,2,0.8333333333333334,0.0,0.3333333333333333,781.0,711.0,0,0.0,post_authorization
2-3,shelter_expenses_by_hh_size > 770.000 & shelter_expenses_by_hh_size <= 782.000 & unc_rawben_rel_max <=   0.998,test_2024,deployed,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
2-3,rawben_rel_max <   0.577 & total_deductions_by_hh_size >= 451.000 & utilities < 488.000,train_2022_23,national,214,74,140,311.0,0.3142857142857143,38.0,0.16428571428571428,55,75,0,10,0,0,19,75,46,0,88,10,1,22,94,0.39285714285714285,0.15714285714285714,0.6714285714285714,27705.0,11840.0,14,0.1,post_authorization
2-3,rawben_rel_max <   0.577 & total_deductions_by_hh_size >= 451.000 & utilities < 488.000,test_2024,national,108,35,57,311.0,0.3333333333333333,38.0,0.14035087719298245,22,30,0,2,3,0,5,39,13,0,39,7,0,10,44,0.38596491228070173,0.17543859649122806,0.7719298245614035,11665.0,8214.0,5,0.08771929824561403,post_authorization
2-3,rawben_rel_max <   0.577 & total_deductions_by_hh_size >= 451.000 & utilities < 488.000,test_2024,deployed,9,2,2,311.0,0.5,35.0,1.0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0.0,0.5,647.0,647.0,0,0.0,insufficient
1,elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.992 & unc_rawben_rel_max >=   1.550 & utilities < 612.000,train_2022_23,national,591,186,265,331.0,0.4679245283018868,37.0,0.28679245283018867,164,87,4,10,0,0,31,100,134,0,205,6,0,72,131,0.6188679245283019,0.27169811320754716,0.49433962264150944,45317.0,32776.0,31,0.1169811320754717,post_authorization
1,elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.992 & unc_rawben_rel_max >=   1.550 & utilities < 612.000,test_2024,national,305,89,127,331.0,0.3700787401574803,35.0,0.25984251968503935,68,50,1,4,4,0,12,55,59,0,93,0,0,33,67,0.5354330708661418,0.25984251968503935,0.5275590551181102,23707.0,15413.0,15,0.11811023622047244,post_authorization
1,elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.992 & unc_rawben_rel_max >=   1.550 & utilities < 612.000,test_2024,deployed,7,2,6,363.0,0.3333333333333333,35.0,0.6666666666666666,0,6,0,0,0,0,1,3,2,0,0,0,0,0,4,0.0,0.0,0.6666666666666666,984.0,328.0,0,0.0,post_authorization
1,shelter_expenses_by_hh_size > 1990.000 & total_deductions_by_hh_size >  828.000 & unc_rawben_rel_max <=    0.998,train_2022_23,national,114,42,56,363.0,0.35714285714285715,53.0,0.2857142857142857,36,18,0,2,0,0,6,30,20,0,36,8,0,15,36,0.6428571428571429,0.26785714285714285,0.6428571428571429,8869.0,6098.0,7,0.125,post_authorization
1,shelter_expenses_by_hh_size > 1990.000 & total_deductions_by_hh_size >  828.000 & unc_rawben_rel_max <=    0.998,test_2024,national,103,36,54,363.0,0.2962962962962963,56.0,0.16666666666666666,20,28,0,0,6,0,4,30,20,0,40,6,0,10,34,0.37037037037037035,0.18518518518518517,0.6296296296296297,9363.0,6139.0,3,0.05555555555555555,post_authorization
1,shelter_expenses_by_hh_size > 1990.000 & total_deductions_by_hh_size >  828.000 & unc_rawben_rel_max <=    0.998,test_2024,deployed,2,1,1,311.0,1.0,97.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,206.0,0.0,0,0.0,insufficient
4+,months_since_cert_n >   5.500 & percent_abawd >   0.279 & total_deductions_by_hh_size <= 153.000 & utilities > 396.000,train_2022_23,national,30,15,22,311.0,0.36363636363636365,38.0,0.18181818181818182,12,10,0,0,0,0,3,11,8,0,12,6,0,2,14,0.5454545454545454,0.09090909090909091,0.6363636363636364,5923.0,4782.0,1,0.045454545454545456,post_authorization
4+,months_since_cert_n >   5.500 & percent_abawd >   0.279 & total_deductions_by_hh_size <= 153.000 & utilities > 396.000,test_2024,national,11,3,3,311.0,0.3333333333333333,35.0,1.0,0,3,0,0,0,0,0,1,2,0,3,0,0,0,1,0.0,0.0,0.3333333333333333,1151.0,1151.0,0,0.0,insufficient
4+,months_since_cert_n >   5.500 & percent_abawd >   0.279 & total_deductions_by_hh_size <= 153.000 & utilities > 396.000,test_2024,deployed,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
1,elderly_disabled_i <  1.00000 & medical_deductions <  3.00000 & unc_rawben_rel_max >= -0.00400 & unc_rawben_rel_max <  0.00356,train_2022_23,national,75,30,43,311.0,0.3488372093023256,44.0,0.4186046511627907,31,6,2,4,0,0,6,22,15,0,2,32,0,13,28,0.7209302325581395,0.3023255813953488,0.6511627906976745,8214.0,5240.0,7,0.16279069767441862,post_authorization
1,elderly_disabled_i <  1.00000 & medical_deductions <  3.00000 & unc_rawben_rel_max >= -0.00400 & unc_rawben_rel_max <  0.00356,test_2024,national,20,8,11,311.0,0.6363636363636364,43.0,0.18181818181818182,7,3,0,0,1,0,0,8,3,0,0,8,0,3,8,0.6363636363636364,0.2727272727272727,0.7272727272727273,2647.0,1866.0,2,0.18181818181818182,post_authorization
1,elderly_disabled_i <  1.00000 & medical_deductions <  3.00000 & unc_rawben_rel_max >= -0.00400 & unc_rawben_rel_max <  0.00356,test_2024,deployed,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
2-3,cat_elig >   0.500 & medical_deductions > 131.000 & rawben_rel_max >   0.222 & rawben_rel_max <=   0.988,train_2022_23,national,271,92,152,365.0,0.3223684210526316,53.0,0.42105263157894735,91,56,0,5,0,0,15,107,30,0,91,22,0,46,122,0.5986842105263158,0.3026315789473684,0.8026315789473685,19273.0,11935.0,29,0.19078947368421054,post_authorization
2-3,cat_elig >   0.500 & medical_deductions > 131.000 & rawben_rel_max >   0.222 & rawben_rel_max <=   0.988,test_2024,national,164,50,73,365.0,0.2465753424657534,56.0,0.2054794520547945,43,28,1,0,1,0,8,39,25,1,51,3,0,19,47,0.589041095890411,0.2602739726027397,0.6438356164383562,10368.0,6904.0,8,0.1095890410958904,post_authorization
2-3,cat_elig >   0.500 & medical_deductions > 131.000 & rawben_rel_max >   0.222 & rawben_rel_max <=   0.988,test_2024,deployed,4,1,1,311.0,1.0,38.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,1.0,141.0,141.0,0,0.0,insufficient
2-3,rawben_rel_max >=   0.466 & rawben_rel_max <   0.856 & shelter_expenses_by_hh_size < 350.000 & total_deductions_by_hh_size >=  91.100,train_2022_23,national,1438,299,470,311.0,0.3276595744680851,38.0,0.19148936170212766,280,174,1,11,0,4,37,276,152,1,202,132,0,124,313,0.5957446808510638,0.26382978723404255,0.6659574468085107,74039.0,41757.0,72,0.15319148936170213,post_authorization
2-3,rawben_rel_max >=   0.466 & rawben_rel_max <   0.856 & shelter_expenses_by_hh_size < 350.000 & total_deductions_by_hh_size >=  91.100,test_2024,national,613,140,208,311.0,0.35096153846153844,38.0,0.15384615384615385,112,74,2,8,12,0,10,143,55,0,93,59,0,53,153,0.5384615384615384,0.2548076923076923,0.7355769230769231,37011.0,23754.0,37,0.1778846153846154,post_authorization
2-3,rawben_rel_max >=   0.466 & rawben_rel_max <   0.856 & shelter_expenses_by_hh_size < 350.000 & total_deductions_by_hh_size >=  91.100,test_2024,deployed,21,4,6,311.0,0.3333333333333333,38.0,0.3333333333333333,4,2,0,0,0,0,0,2,4,0,2,4,0,1,2,0.6666666666666666,0.16666666666666666,0.3333333333333333,1088.0,909.0,1,0.16666666666666666,post_authorization
1,rawben_rel_max <   0.988 & total_deductions_by_hh_size >= 495.000 & utilities < 281.000,train_2022_23,national,434,139,215,363.0,0.3395348837209302,53.0,0.5023255813953489,103,99,4,9,0,0,29,132,54,0,157,16,0,31,161,0.4790697674418605,0.14418604651162792,0.7488372093023256,29488.0,20672.0,16,0.07441860465116279,post_authorization
1,rawben_rel_max <   0.988 & total_deductions_by_hh_size >= 495.000 & utilities < 281.000,test_2024,national,282,70,114,363.0,0.35964912280701755,53.0,0.42105263157894735,56,55,0,0,3,0,14,77,23,0,81,10,0,16,91,0.49122807017543857,0.14035087719298245,0.7982456140350878,18266.0,12574.0,12,0.10526315789473684,post_authorization
1,rawben_rel_max <   0.988 & total_deductions_by_hh_size >= 495.000 & utilities < 281.000,test_2024,deployed,5,1,1,363.0,1.0,97.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,131.0,131.0,0,0.0,insufficient
1,medical_deductions >  116.000 & medical_deductions <=  124.000 & rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size <= 1200.000,train_2022_23,national,48,20,23,365.0,0.8260869565217391,53.0,0.9130434782608695,19,3,0,1,0,0,2,16,5,0,17,1,0,9,18,0.8260869565217391,0.391304347826087,0.782608695652174,1426.0,1100.0,6,0.2608695652173913,mixed
1,medical_deductions >  116.000 & medical_deductions <=  124.000 & rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size <= 1200.000,test_2024,national,20,3,3,365.0,1.0,53.0,1.0,3,0,0,0,0,0,0,3,0,0,2,0,0,3,3,1.0,1.0,1.0,174.0,116.0,3,1.0,insufficient
1,medical_deductions >  116.000 & medical_deductions <=  124.000 & rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size <= 1200.000,test_2024,deployed,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
2-3,medical_deductions >= 172.00 & total_deductions_by_hh_size >= 451.00 & unc_rawben_rel_max <   1.77 & utilities < 600.00,train_2022_23,national,49,26,50,365.0,0.42,53.0,0.52,33,17,0,0,0,0,15,28,7,0,39,1,0,16,43,0.66,0.32,0.86,8057.0,3864.0,12,0.24,post_authorization
2-3,medical_deductions >= 172.00 & total_deductions_by_hh_size >= 451.00 & unc_rawben_rel_max <   1.77 & utilities < 600.00,test_2024,national,24,13,15,365.0,0.5333333333333333,56.0,0.4666666666666667,7,5,1,0,2,0,2,11,2,0,14,0,0,7,13,0.4666666666666667,0.4666666666666667,0.8666666666666667,2340.0,1904.0,3,0.2,post_authorization
2-3,medical_deductions >= 172.00 & total_deductions_by_hh_size >= 451.00 & unc_rawben_rel_max <   1.77 & utilities < 600.00,test_2024,deployed,3,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
4+,months_since_cert_n >=   9 & total_deductions_by_hh_size >= 150 & utilities < 270,train_2022_23,national,31,16,31,311.0,0.2903225806451613,38.0,0.1935483870967742,9,18,0,4,0,0,2,11,18,0,16,1,0,5,13,0.2903225806451613,0.16129032258064516,0.41935483870967744,8509.0,2409.0,4,0.12903225806451613,post_authorization
4+,months_since_cert_n >=   9 & total_deductions_by_hh_size >= 150 & utilities < 270,test_2024,national,4,2,2,150.0,0.5,12.0,0.5,0,2,0,0,0,0,1,1,0,0,0,1,0,0,2,0.0,0.0,1.0,398.0,163.0,0,0.0,insufficient
4+,months_since_cert_n >=   9 & total_deductions_by_hh_size >= 150 & utilities < 270,test_2024,deployed,1,1,1,363.0,1.0,53.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,1.0,235.0,0.0,0,0.0,insufficient
2-3,months_since_cert_n >=   2.00 & shelter_expenses_by_hh_size >= 640.00 & unc_rawben_rel_max >=   1.47 & utilities < 388.00,train_2022_23,national,37,18,28,311.0,0.35714285714285715,35.0,0.32142857142857145,15,13,0,0,0,0,0,12,16,0,21,0,0,4,12,0.5357142857142857,0.14285714285714285,0.42857142857142855,8652.0,7209.0,2,0.07142857142857142,post_authorization
2-3,months_since_cert_n >=   2.00 & shelter_expenses_by_hh_size >= 640.00 & unc_rawben_rel_max >=   1.47 & utilities < 388.00,test_2024,national,11,4,11,311.0,0.18181818181818182,98.0,0.2727272727272727,7,4,0,0,0,0,5,4,2,0,9,0,0,0,9,0.6363636363636364,0.0,0.8181818181818182,3322.0,2298.0,0,0.0,post_authorization
2-3,months_since_cert_n >=   2.00 & shelter_expenses_by_hh_size >= 640.00 & unc_rawben_rel_max >=   1.47 & utilities < 388.00,test_2024,deployed,1,1,2,346.0,0.5,38.0,0.5,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0.0,0.5,1024.0,0.0,0,0.0,insufficient
4+,HH_size_n >=   5 & shelter_expenses_by_hh_size < 449 & total_deductions_by_hh_size >= 268,train_2022_23,national,115,46,72,311.0,0.25,52.0,0.2222222222222222,43,26,0,3,0,0,4,55,13,0,25,19,0,24,59,0.5972222222222222,0.3333333333333333,0.8194444444444444,15050.0,12349.0,18,0.25,mixed
4+,HH_size_n >=   5 & shelter_expenses_by_hh_size < 449 & total_deductions_by_hh_size >= 268,test_2024,national,87,32,51,311.0,0.27450980392156865,56.0,0.23529411764705882,33,16,0,0,2,0,2,37,12,0,21,3,0,18,39,0.6470588235294118,0.35294117647058826,0.7647058823529411,13418.0,5782.0,12,0.23529411764705882,post_authorization
4+,HH_size_n >=   5 & shelter_expenses_by_hh_size < 449 & total_deductions_by_hh_size >= 268,test_2024,deployed,2,1,1,350.0,1.0,37.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0.0,1.0,1.0,97.0,0.0,0,0.0,insufficient
4+,count_divisible_by_100 >   0.500 & expedited_i <=   0.500 & rawben_rel_max <=   0.533 & total_deductions_by_hh_size > 232.000,train_2022_23,national,52,23,42,311.0,0.3333333333333333,35.0,0.16666666666666666,19,21,0,2,0,0,2,36,4,0,18,7,2,10,38,0.4523809523809524,0.23809523809523808,0.9047619047619048,9600.0,10872.0,10,0.23809523809523808,post_authorization
4+,count_divisible_by_100 >   0.500 & expedited_i <=   0.500 & rawben_rel_max <=   0.533 & total_deductions_by_hh_size > 232.000,test_2024,national,27,7,9,311.0,0.5555555555555556,35.0,0.4444444444444444,3,5,0,0,1,0,1,6,2,0,9,0,0,0,7,0.3333333333333333,0.0,0.7777777777777778,2328.0,2328.0,0,0.0,post_authorization
4+,count_divisible_by_100 >   0.500 & expedited_i <=   0.500 & rawben_rel_max <=   0.533 & total_deductions_by_hh_size > 232.000,test_2024,deployed,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
