"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any","error_frame","side","status","mean_threshold_shift_pct"
"2-3","unc_rawben_rel_max >= 1.74","xgboost",78,37,0.4744,0.3488,50,21,0.42,0.0137,0.017,0.477,50,21,0.42,0.0137,0.017,0.477,"any_error","new","shifted",22.3
"2-3","cat_elig <=   2.500 & medical_deductions > 144.000 & months_since_cert_n >  11.500 & unc_rawben_rel_max >   0.164","ranger",66,32,0.4848,0.3484,36,10,0.2778,0.0065,0.0048,0.343,36,10,0.2778,0.0065,0.0048,0.343,"any_error","new","overlap",NA
"2-3","shelter_expenses_by_hh_size >= 550.00 & total_deductions_by_hh_size >= 240.00 & unc_rawben_rel_max >=   1.74","xgboost",66,32,0.4848,0.3484,44,19,0.4318,0.0124,0.0144,0.419,44,19,0.4318,0.0124,0.0144,0.419,"any_error","new","shifted",100.3
"2-3","percent_abawd >   0.1670 & rawben_rel_max <=   0.0433 & shelter_expenses_by_hh_size > 551.0000","ranger",16,10,0.625,0.348,0,0,NA,0,0,0,0,0,NA,0,0,0,"any_error","new","new",NA
"2-3","rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size > 1280.000 & utilities >  851.000","ranger",16,10,0.625,0.348,13,5,0.3846,0.0033,0.0052,0.124,13,5,0.3846,0.0033,0.0052,0.124,"any_error","new","overlap",NA
"2-3","total_deductions_by_hh_size > 900.0 & utilities >  80.5","ranger",88,41,0.4659,0.3478,45,13,0.2889,0.0085,0.0127,0.429,45,13,0.2889,0.0085,0.0127,0.429,"any_error","new","overlap",NA
"2-3","total_deductions_by_hh_size >= 533.00 & unc_rawben_rel_max >=   1.74","xgboost",71,34,0.4789,0.3474,50,21,0.42,0.0137,0.017,0.477,50,21,0.42,0.0137,0.017,0.477,"any_error","new","overlap",NA
"2-3","count_divisible_by_100 <=   1.500 & months_since_cert_n <=   4.500 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 663.000","ranger",103,47,0.4563,0.3472,44,12,0.2727,0.0078,0.0082,0.419,44,12,0.2727,0.0078,0.0082,0.419,"any_error","new","overlap",NA
"2-3","cat_elig >   1.500 & rawben_rel_max >   0.995 & total_deductions_by_hh_size <= 348.000 & unc_rawben_rel_max <=   0.997","ranger",14,9,0.6429,0.347,3,1,0.3333,7e-04,5e-04,0.029,3,1,0.3333,7e-04,5e-04,0.029,"any_error","new","new",NA
"2-3","count_divisible_by_100 <=    0.500 & medical_deductions <=  128.000 & rawben_rel_max <=    0.997 & shelter_expenses_by_hh_size > 1410.000","ranger",12,8,0.6667,0.347,7,2,0.2857,0.0013,0.0027,0.067,7,2,0.2857,0.0013,0.0027,0.067,"any_error","new","new",NA
"2-3","expedited_i >   0.500 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 317.000 & utilities <= 169.000","ranger",14,9,0.6429,0.347,7,2,0.2857,0.0013,0.0023,0.067,7,2,0.2857,0.0013,0.0023,0.067,"any_error","new","new",NA
"2-3","married <=   0.5 & medical_deductions > 158.0 & months_since_cert_n >   6.5 & total_deductions_by_hh_size > 440.0","ranger",12,8,0.6667,0.347,8,2,0.25,0.0013,8e-04,0.076,8,2,0.25,0.0013,8e-04,0.076,"any_error","new","new",NA
"2-3","medical_deductions > 625.000 & percent_abawd <=   0.167 & utilities <= 488.000","ranger",12,8,0.6667,0.347,6,2,0.3333,0.0013,0.0016,0.057,6,2,0.3333,0.0013,0.0016,0.057,"any_error","new","overlap",NA
"2-3","percent_abawd >   0.583 & total_deductions_by_hh_size > 562.000","ranger",12,8,0.6667,0.347,4,1,0.25,7e-04,0.0017,0.038,4,1,0.25,7e-04,0.0017,0.038,"any_error","new","new",NA
"2-3","percent_abawd >  0.167 & unc_rawben_rel_max <= -0.519 & utilities > 25.500","ranger",12,8,0.6667,0.347,7,2,0.2857,0.0013,0.0017,0.067,7,2,0.2857,0.0013,0.0017,0.067,"any_error","new","new",NA
"2-3","cat_elig >    0.500 & cat_elig <=    1.500 & rawben_rel_max <=    0.997 & shelter_expenses_by_hh_size > 1160.000","ranger",38,20,0.5263,0.3467,54,14,0.2593,0.0091,0.0135,0.515,54,14,0.2593,0.0091,0.0135,0.515,"any_error","new","overlap",NA
"2-3","count_divisible_by_100 >   0.500 & rawben_rel_max >   0.162 & rawben_rel_max <=   0.838 & total_deductions_by_hh_size > 552.000","ranger",38,20,0.5263,0.3467,17,4,0.2353,0.0026,0.002,0.162,17,4,0.2353,0.0026,0.002,0.162,"any_error","new","overlap",NA
"2-3","percent_abawd >   0.167 & percent_abawd <=   1.750 & shelter_expenses_by_hh_size > 851.000 & total_deductions_by_hh_size > 540.000","ranger",38,20,0.5263,0.3467,16,4,0.25,0.0026,0.0044,0.153,16,4,0.25,0.0026,0.0044,0.153,"any_error","new","new",NA
"2-3","medical_deductions > 115.000 & shelter_expenses_by_hh_size > 858.000 & unc_rawben_rel_max <=   0.997 & utilities >  78.500","ranger",81,38,0.4691,0.3462,37,15,0.4054,0.0098,0.0086,0.353,37,15,0.4054,0.0098,0.0086,0.353,"any_error","new","shifted",55.4
"2-3","months_since_cert_n >=   3 & shelter_expenses_by_hh_size < 727 & total_deductions_by_hh_size >= 652","xgboost",81,38,0.4691,0.3462,34,10,0.2941,0.0065,0.008,0.324,34,10,0.2941,0.0065,0.008,0.324,"any_error","new","new",NA
"2-3","total_deductions_by_hh_size >= 989","xgboost",64,31,0.4844,0.3461,28,9,0.3214,0.0059,0.0108,0.267,28,9,0.3214,0.0059,0.0108,0.267,"any_error","new","new",NA
"2-3","months_since_cert_n <=    5.500 & rawben_rel_max <=    0.997 & shelter_expenses_by_hh_size <= 1290.000 & total_deductions_by_hh_size >  626.000","ranger",149,65,0.4362,0.3456,63,16,0.254,0.0104,0.0104,0.601,63,16,0.254,0.0104,0.0104,0.601,"any_error","new","overlap",NA
"2-3","HH_size_n <=   2.500 & rawben_rel_max >   0.997 & shelter_expenses_by_hh_size > 251.000 & unc_rawben_rel_max >   1.730","ranger",69,33,0.4783,0.3451,43,18,0.4186,0.0117,0.0163,0.41,43,18,0.4186,0.0117,0.0163,0.41,"any_error","new","overlap",NA
"2-3","expedited_i <=   0.500 & medical_deductions > 104.000 & rawben_rel_max <=   0.656 & total_deductions_by_hh_size > 512.000","ranger",74,35,0.473,0.3445,33,10,0.303,0.0065,0.0042,0.315,33,10,0.303,0.0065,0.0042,0.315,"any_error","new","overlap",NA
"2-3","married >   0.500 & total_deductions_by_hh_size > 571.000 & unc_rawben_rel_max >   0.128 & unc_rawben_rel_max <=   0.996","ranger",119,53,0.4454,0.3441,56,19,0.3393,0.0124,0.011,0.534,56,19,0.3393,0.0124,0.011,0.534,"any_error","new","overlap",NA
"2-3","medical_deductions > 115.000 & shelter_expenses_by_hh_size > 860.000 & unc_rawben_rel_max <=   0.997","ranger",79,37,0.4684,0.344,37,15,0.4054,0.0098,0.0086,0.353,37,15,0.4054,0.0098,0.0086,0.353,"any_error","new","shifted",0.4
"2-3","children_i <=   0.5 & medical_deductions > 138.0 & shelter_expenses_by_hh_size > 855.0 & total_deductions_by_hh_size > 590.0","ranger",50,25,0.5,0.3438,23,7,0.3043,0.0046,0.004,0.219,23,7,0.3043,0.0046,0.004,0.219,"any_error","new","overlap",NA
"2-3","homeless <=   0.500 & rawben_rel_max <=   0.996 & total_deductions_by_hh_size > 468.000 & utilities <= 471.000","ranger",342,138,0.4035,0.3438,188,48,0.2553,0.0312,0.0317,1.792,188,48,0.2553,0.0312,0.0317,1.792,"any_error","new","overlap",NA
"2-3","total_deductions_by_hh_size <= 596.00 & unc_rawben_rel_max >   1.62","ranger",50,25,0.5,0.3438,19,8,0.4211,0.0052,0.0081,0.181,19,8,0.4211,0.0052,0.0081,0.181,"any_error","new","shifted",5.1
"2-3","children_i <   1 & total_deductions_by_hh_size >= 989","xgboost",36,19,0.5278,0.3437,17,8,0.4706,0.0052,0.0106,0.162,17,8,0.4706,0.0052,0.0106,0.162,"any_error","new","shifted",87.4
"2-3","months_since_cert_n >=   6.00 & total_deductions_by_hh_size >= 477.00 & unc_rawben_rel_max >=   1.55 & utilities >= 478.00","xgboost",36,19,0.5278,0.3437,25,11,0.44,0.0072,0.0062,0.238,25,11,0.44,0.0072,0.0062,0.238,"any_error","new","overlap",NA
"2-3","HH_size_n <=   2.50 & shelter_expenses_by_hh_size > 500.00 & unc_rawben_rel_max >   1.77","ranger",62,30,0.4839,0.3436,36,14,0.3889,0.0091,0.0123,0.343,36,14,0.3889,0.0091,0.0123,0.343,"any_error","new","overlap",NA
"2-3","cat_elig >  0.500 & rawben_rel_max >  0.997 & total_deductions_by_hh_size > 62.200 & unc_rawben_rel_max >  1.640","ranger",104,47,0.4519,0.3436,62,29,0.4677,0.0189,0.0277,0.591,62,29,0.4677,0.0189,0.0277,0.591,"any_error","new","overlap",NA
"2-3","count_divisible_by_100 <=   0.50 & total_deductions_by_hh_size > 534.00 & unc_rawben_rel_max >   1.77","ranger",62,30,0.4839,0.3436,41,16,0.3902,0.0104,0.0143,0.391,41,16,0.3902,0.0104,0.0143,0.391,"any_error","new","overlap",NA
"2-3","elderly_disabled_i >= 1.000 & unc_rawben_rel_max >= 0.988 & unc_rawben_rel_max < 0.998","xgboost",89,41,0.4607,0.3436,38,14,0.3684,0.0091,0.0091,0.362,38,14,0.3684,0.0091,0.0091,0.362,"any_error","new","overlap",NA
"2-3","medical_deductions > 115 & shelter_expenses_by_hh_size > 853 & utilities >  22","ranger",89,41,0.4607,0.3436,49,17,0.3469,0.0111,0.0106,0.467,49,17,0.3469,0.0111,0.0106,0.467,"any_error","new","shifted",33.8
"2-3","homeless <=   0.500 & total_deductions_by_hh_size > 580.000 & unc_rawben_rel_max <=   0.998","ranger",372,149,0.4005,0.3433,203,47,0.2315,0.0306,0.0313,1.935,203,47,0.2315,0.0306,0.0313,1.935,"any_error","new","shifted",1.9
"2-3","months_since_cert_n >=   8.00 & total_deductions_by_hh_size >= 677.00 & unc_rawben_rel_max >=  -0.71 & unc_rawben_rel_max <   1.01","xgboost",43,22,0.5116,0.3432,23,7,0.3043,0.0046,0.0058,0.219,23,7,0.3043,0.0046,0.0058,0.219,"any_error","new","overlap",NA
"2-3","cat_elig > 0.500 & married > 0.500 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.997","ranger",27,15,0.5556,0.343,12,5,0.4167,0.0033,0.0038,0.114,12,5,0.4167,0.0033,0.0038,0.114,"any_error","new","overlap",NA
"2-3","HH_size_n <   3.000 & married >=   1.000 & rawben_rel_max <   0.701 & shelter_expenses_by_hh_size >= 958.000","xgboost",67,32,0.4776,0.3427,46,11,0.2391,0.0072,0.0068,0.439,46,11,0.2391,0.0072,0.0068,0.439,"any_error","new","overlap",NA
"2-3","elderly_disabled_i > 0.500 & months_since_cert_n > 1.500 & rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.997","ranger",55,27,0.4909,0.3421,23,10,0.4348,0.0065,0.0075,0.219,23,10,0.4348,0.0065,0.0075,0.219,"any_error","new","overlap",NA
"2-3","medical_deductions > 128 & shelter_expenses_by_hh_size > 872","ranger",77,36,0.4675,0.3418,46,16,0.3478,0.0104,0.0101,0.439,46,16,0.3478,0.0104,0.0101,0.439,"any_error","new","overlap",NA
"2-3","percent_abawd <=    0.167 & shelter_expenses_by_hh_size <= 1020.000 & total_deductions_by_hh_size >  457.000 & unc_rawben_rel_max >    1.630","ranger",87,40,0.4598,0.3415,56,24,0.4286,0.0156,0.0231,0.534,56,24,0.4286,0.0156,0.0231,0.534,"any_error","new","overlap",NA
"2-3","cat_elig <=   1.500 & rawben_rel_max <=   0.996 & total_deductions_by_hh_size > 604.000 & utilities >  48.500","ranger",125,55,0.44,0.3414,152,45,0.2961,0.0293,0.0301,1.449,152,45,0.2961,0.0293,0.0301,1.449,"any_error","new","shifted",22.6
"2-3","married >   0.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 932.000 & utilities >  78.500","ranger",125,55,0.44,0.3414,72,20,0.2778,0.013,0.0146,0.686,72,20,0.2778,0.013,0.0146,0.686,"any_error","new","overlap",NA
"2-3","cat_elig > 0.500 & months_since_cert_n <= 5.500 & rawben_rel_max > 0.994 & rawben_rel_max <= 0.997","ranger",60,29,0.4833,0.341,43,8,0.186,0.0052,0.0054,0.41,43,8,0.186,0.0052,0.0054,0.41,"any_error","new","overlap",NA
"2-3","cat_elig >   0.5 & shelter_expenses_by_hh_size <= 848.0 & total_deductions_by_hh_size > 894.0","ranger",34,18,0.5294,0.3404,15,4,0.2667,0.0026,0.0055,0.143,15,4,0.2667,0.0026,0.0055,0.143,"any_error","new","new",NA
"2-3","children_i <   1 & shelter_expenses_by_hh_size < 644 & total_deductions_by_hh_size >= 533","xgboost",34,18,0.5294,0.3404,21,10,0.4762,0.0065,0.0109,0.2,21,10,0.4762,0.0065,0.0109,0.2,"any_error","new","overlap",NA
"2-3","married >=    1 & shelter_expenses_by_hh_size >= 1190 & total_deductions_by_hh_size >=  677","xgboost",34,18,0.5294,0.3404,20,3,0.15,0.002,0.0023,0.191,20,3,0.15,0.002,0.0023,0.191,"any_error","new","shifted",55.1
"2-3","months_since_cert_n <   1 & total_deductions_by_hh_size >= 677","xgboost",34,18,0.5294,0.3404,7,2,0.2857,0.0013,6e-04,0.067,7,2,0.2857,0.0013,6e-04,0.067,"any_error","new","overlap",NA
"2-3","expedited_i <=   0.5 & HH_size_n <=   2.5 & total_deductions_by_hh_size > 785.0","ranger",141,61,0.4326,0.3398,69,15,0.2174,0.0098,0.0139,0.658,69,15,0.2174,0.0098,0.0139,0.658,"any_error","new","overlap",NA
"2-3","count_divisible_by_100 >  0.500 & elderly_disabled_i <=  0.500 & total_deductions_by_hh_size <= 62.000 & unc_rawben_rel_max <=  0.659","ranger",25,14,0.56,0.3397,14,3,0.2143,0.002,0.0012,0.133,14,3,0.2143,0.002,0.0012,0.133,"any_error","new","new",NA
"2-3","expedited_i <=    0.5 & shelter_expenses_by_hh_size > 1410.0","ranger",25,14,0.56,0.3397,21,5,0.2381,0.0033,0.0058,0.2,21,5,0.2381,0.0033,0.0058,0.2,"any_error","new","shifted",32.6
"2-3","expedited_i <=   0.500 & medical_deductions >  11.500 & shelter_expenses_by_hh_size > 860.000 & unc_rawben_rel_max <=   0.997","ranger",80,37,0.4625,0.3394,38,16,0.4211,0.0104,0.0091,0.362,38,16,0.4211,0.0104,0.0091,0.362,"any_error","new","overlap",NA
"2-3","medical_deductions > 122.000 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 858.000","ranger",80,37,0.4625,0.3394,37,15,0.4054,0.0098,0.0086,0.353,37,15,0.4054,0.0098,0.0086,0.353,"any_error","new","overlap",NA
"2-3","percent_abawd <=   1.75 & shelter_expenses_by_hh_size > 260.00 & unc_rawben_rel_max >   1.63","ranger",113,50,0.4425,0.3389,65,28,0.4308,0.0182,0.0261,0.62,65,28,0.4308,0.0182,0.0261,0.62,"any_error","new","shifted",1.6
"2-3","cat_elig <= 2.500 & elderly_disabled_i > 0.500 & rawben_rel_max > 0.997 & unc_rawben_rel_max > 1.770","ranger",58,28,0.4828,0.3383,37,16,0.4324,0.0104,0.0132,0.353,37,16,0.4324,0.0104,0.0132,0.353,"any_error","new","shifted",1.2
"2-3","percent_abawd <=    0.167 & total_deductions_by_hh_size > 1010.000","ranger",46,23,0.5,0.3378,25,8,0.32,0.0052,0.0103,0.238,25,8,0.32,0.0052,0.0103,0.238,"any_error","new","new",NA
"2-3","total_deductions_by_hh_size < 588.00 & unc_rawben_rel_max >=   1.55 & utilities < 577.00","xgboost",46,23,0.5,0.3378,20,8,0.4,0.0052,0.0098,0.191,20,8,0.4,0.0052,0.0098,0.191,"any_error","new","overlap",NA
"2-3","HH_size_n <=   2.5 & months_since_cert_n >   8.5 & total_deductions_by_hh_size > 439.0 & utilities <= 864.0","ranger",299,120,0.4013,0.3377,154,32,0.2078,0.0208,0.022,1.468,154,32,0.2078,0.0208,0.022,1.468,"any_error","new","overlap",NA
"2-3","homeless <=   0.50 & unc_rawben_rel_max >   1.63 & utilities > 430.00","ranger",88,40,0.4545,0.3373,48,23,0.4792,0.015,0.0215,0.458,48,23,0.4792,0.015,0.0215,0.458,"any_error","new","overlap",NA
"2-3","medical_deductions > 122.0 & total_deductions_by_hh_size > 548.0 & total_deductions_by_hh_size <= 900.0 & utilities >  80.5","ranger",88,40,0.4545,0.3373,51,14,0.2745,0.0091,0.0081,0.486,51,14,0.2745,0.0091,0.0081,0.486,"any_error","new","new",NA
"2-3","HH_size_n <=   2.5 & medical_deductions > 128.0 & shelter_expenses_by_hh_size > 895.0","ranger",68,32,0.4706,0.3372,43,15,0.3488,0.0098,0.0095,0.41,43,15,0.3488,0.0098,0.0095,0.41,"any_error","new","overlap",NA
"2-3","children_i >   0.500 & months_since_cert_n <=   5.500 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 685.000","ranger",68,32,0.4706,0.3372,36,6,0.1667,0.0039,0.0033,0.343,36,6,0.1667,0.0039,0.0033,0.343,"any_error","new","overlap",NA
"2-3","shelter_expenses_by_hh_size >= 511 & shelter_expenses_by_hh_size < 697 & total_deductions_by_hh_size >= 624","xgboost",68,32,0.4706,0.3372,39,12,0.3077,0.0078,0.0093,0.372,39,12,0.3077,0.0078,0.0093,0.372,"any_error","new","new",NA
"2-3","total_deductions_by_hh_size >= 765 & utilities < 956","xgboost",163,69,0.4233,0.3372,67,20,0.2985,0.013,0.0171,0.639,67,20,0.2985,0.013,0.0171,0.639,"any_error","new","overlap",NA
"2-3","married <   1.000 & months_since_cert_n >=   1.000 & rawben_rel_max <   0.909 & total_deductions_by_hh_size >= 652.000","xgboost",111,49,0.4414,0.3371,62,18,0.2903,0.0117,0.0135,0.591,62,18,0.2903,0.0117,0.0135,0.591,"any_error","new","overlap",NA
"2-3","medical_deductions <= 484.000 & rawben_rel_max >   0.997 & shelter_expenses_by_hh_size > 526.000 & unc_rawben_rel_max >   1.690","ranger",78,36,0.4615,0.337,52,23,0.4423,0.015,0.0192,0.496,52,23,0.4423,0.015,0.0192,0.496,"any_error","new","shifted",26.3
"2-3","medical_deductions > 104.000 & rawben_rel_max <=   0.656 & total_deductions_by_hh_size > 512.000","ranger",78,36,0.4615,0.337,33,10,0.303,0.0065,0.0042,0.315,33,10,0.303,0.0065,0.0042,0.315,"any_error","new","overlap",NA
"2-3","children_i <    1 & medical_deductions >=  116 & shelter_expenses_by_hh_size >= 1020","xgboost",32,17,0.5312,0.3369,25,10,0.4,0.0065,0.0075,0.238,25,10,0.4,0.0065,0.0075,0.238,"any_error","new","overlap",NA
"2-3","medical_deductions <= 168.000 & percent_abawd >   0.167 & total_deductions_by_hh_size > 578.000 & utilities <= 880.000","ranger",32,17,0.5312,0.3369,21,6,0.2857,0.0039,0.0039,0.2,21,6,0.2857,0.0039,0.0039,0.2,"any_error","new","new",NA
"2-3","total_deductions_by_hh_size >= 533.00 & unc_rawben_rel_max >=   1.74 & utilities >= 583.00","xgboost",32,17,0.5312,0.3369,25,11,0.44,0.0072,0.0066,0.238,25,11,0.44,0.0072,0.0066,0.238,"any_error","new","shifted",27
"2-3","count_divisible_by_100 >   0.500 & medical_deductions <= 668.000 & shelter_expenses_by_hh_size > 900.000 & unc_rawben_rel_max <=   0.997","ranger",39,20,0.5128,0.3368,35,7,0.2,0.0046,0.0055,0.334,35,7,0.2,0.0046,0.0055,0.334,"any_error","new","overlap",NA
"2-3","cat_elig >   0.50 & cat_elig <=   2.50 & total_deductions_by_hh_size > 468.00 & unc_rawben_rel_max >   1.86","ranger",51,25,0.4902,0.3363,30,13,0.4333,0.0085,0.0106,0.286,30,13,0.4333,0.0085,0.0106,0.286,"any_error","new","overlap",NA
"2-3","rawben_rel_max >=   0.97 & total_deductions_by_hh_size >= 563.00 & unc_rawben_rel_max >=   1.74 & utilities >= 452.00","xgboost",51,25,0.4902,0.3363,30,15,0.5,0.0098,0.0115,0.286,30,15,0.5,0.0098,0.0115,0.286,"any_error","new","overlap",NA
"2-3","children_i >   0.500 & count_divisible_by_100 <=   0.500 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 657.000","ranger",101,45,0.4455,0.3362,54,13,0.2407,0.0085,0.0117,0.515,54,13,0.2407,0.0085,0.0117,0.515,"any_error","new","overlap",NA
"2-3","expedited_i <=    0.500 & rawben_rel_max >    0.164 & rawben_rel_max <=    0.997 & shelter_expenses_by_hh_size > 1080.000","ranger",101,45,0.4455,0.3362,65,16,0.2462,0.0104,0.0106,0.62,65,16,0.2462,0.0104,0.0106,0.62,"any_error","new","shifted",24.5
"2-3","HH_size_n < 3.00 & months_since_cert_n >= 9.00 & unc_rawben_rel_max >= 1.74","xgboost",23,13,0.5652,0.3361,17,7,0.4118,0.0046,0.0051,0.162,17,7,0.4118,0.0046,0.0051,0.162,"any_error","new","overlap",NA
"2-3","HH_size_n >=   3.0 & months_since_cert_n <  14.0 & shelter_expenses_by_hh_size < 554.0 & unc_rawben_rel_max >=   1.5","xgboost",23,13,0.5652,0.3361,10,5,0.5,0.0033,0.0024,0.095,10,5,0.5,0.0033,0.0024,0.095,"any_error","new","overlap",NA
"2-3","cat_elig >   0.500 & elderly_disabled_i >   0.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 872.000","ranger",233,95,0.4077,0.3358,124,37,0.2984,0.0241,0.0209,1.182,124,37,0.2984,0.0241,0.0209,1.182,"any_error","new","overlap",NA
"2-3","cat_elig >   0.500 & medical_deductions <= 268.000 & rawben_rel_max >   0.996 & unc_rawben_rel_max >   1.610","ranger",114,50,0.4386,0.3357,62,26,0.4194,0.0169,0.024,0.591,62,26,0.4194,0.0169,0.024,0.591,"any_error","new","overlap",NA
"2-3","elderly_disabled_i <=   0.500 & expedited_i <=   0.500 & total_deductions_by_hh_size > 626.000 & unc_rawben_rel_max <=   0.997","ranger",127,55,0.4331,0.3356,64,15,0.2344,0.0098,0.0122,0.61,64,15,0.2344,0.0098,0.0122,0.61,"any_error","new","overlap",NA
"2-3","medical_deductions < 133.00 & total_deductions_by_hh_size >= 652.00 & unc_rawben_rel_max >=  -0.71 & unc_rawben_rel_max <   1.12","xgboost",185,77,0.4162,0.3355,99,25,0.2525,0.0163,0.0186,0.944,99,25,0.2525,0.0163,0.0186,0.944,"any_error","new","shifted",300.3
"2-3","medical_deductions > 128.000 & months_since_cert_n >  11.500 & rawben_rel_max >   0.153","ranger",91,41,0.4505,0.3354,51,14,0.2745,0.0091,0.0065,0.486,51,14,0.2745,0.0091,0.0065,0.486,"any_error","new","overlap",NA
"2-3","months_since_cert_n <   6 & shelter_expenses_by_hh_size >= 939 & total_deductions_by_hh_size >= 575 & total_deductions_by_hh_size < 765","xgboost",56,27,0.4821,0.3354,35,9,0.2571,0.0059,0.0065,0.334,35,9,0.2571,0.0059,0.0065,0.334,"any_error","new","shifted",39.1
"2-3","total_deductions_by_hh_size >  444.00 & total_deductions_by_hh_size <= 1540.00 & unc_rawben_rel_max >    1.63","ranger",109,48,0.4404,0.3352,64,28,0.4375,0.0182,0.0261,0.61,64,28,0.4375,0.0182,0.0261,0.61,"any_error","new","shifted",67.4
"2-3","children_i >   0.500 & rawben_rel_max <=   0.994 & total_deductions_by_hh_size > 652.000 & unc_rawben_rel_max <=   0.998","ranger",122,53,0.4344,0.335,64,15,0.2344,0.0098,0.0127,0.61,64,15,0.2344,0.0098,0.0127,0.61,"any_error","new","overlap",NA
"2-3","rawben_rel_max <   0.821 & utilities >= 345.000 & utilities < 361.000","xgboost",122,53,0.4344,0.335,222,48,0.2162,0.0312,0.0335,2.116,222,48,0.2162,0.0312,0.0335,2.116,"any_error","new","shifted",2.2
"2-3","children_i <=   0.5 & HH_size_n <=   2.5 & medical_deductions > 128.0 & shelter_expenses_by_hh_size > 895.0","ranger",61,29,0.4754,0.3349,38,13,0.3421,0.0085,0.0087,0.362,38,13,0.3421,0.0085,0.0087,0.362,"any_error","new","overlap",NA
"2-3","HH_size_n <= 2.500 & months_since_cert_n <= 5.500 & unc_rawben_rel_max > 0.994 & unc_rawben_rel_max <= 0.997","ranger",37,19,0.5135,0.3333,24,4,0.1667,0.0026,0.0036,0.229,24,4,0.1667,0.0026,0.0036,0.229,"any_error","new","overlap",NA
"2-3","cat_elig >=    1 & months_since_cert_n >=    7 & shelter_expenses_by_hh_size >= 1120 & utilities <  723","xgboost",30,16,0.5333,0.3332,16,4,0.25,0.0026,0.0032,0.153,16,4,0.25,0.0026,0.0032,0.153,"any_error","new","shifted",32.4
"2-3","elderly_disabled_i >    0.5 & months_since_cert_n >    5.5 & shelter_expenses_by_hh_size > 1120.0","ranger",49,24,0.4898,0.3332,26,6,0.2308,0.0039,0.0027,0.248,26,6,0.2308,0.0039,0.0027,0.248,"any_error","new","overlap",NA
